TF_service_name,TF_terraform_resource_name,TF_aws_sdk_resource_name,TF_num_before_sdk_calls,TF_num_intermediate_sdk_calls,TF_num_after_sdk_calls,TF_num_create_function_stack_calls,TF_num_create_function_only_calls,TF_create_function_only_calls,TF_file_path,SR_service_name,SR_operation_name,SR_authorized_actions-authorized_action-Name,SR_authorized_actions-action_details-resource_details-name,SR_authorized_actions-action_details-resource_details-arn-arn_template,BC_operation_name,BC_input_shape_name,BC_is_required,BC_total_arn_variable_count,BC_successful_arn_variable_count
ec2,aws_ec2_traffic_mirror_filter,Traffic Mirror Filter,0,0,1,3,2,CreateTrafficMirrorFilter,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpc_traffic_mirror_filter.go,ec2,ec2:CreateTrafficMirrorFilter,ec2:CreateTrafficMirrorFilter,traffic-mirror-filter,arn:${Partition}:ec2:${Region}:${Account}:traffic-mirror-filter/${TrafficMirrorFilterId},,,,1,0
ses,aws_ses_email_identity,Email Identity,0,0,1,2,1,VerifyEmailIdentity,/Users/hbwei/terraform-provider-aws/internal/service/ses/email_identity.go,ses,ses:VerifyEmailIdentity,ses:VerifyEmailIdentity,,,,,,0,0
iot,aws_iot_certificate,Certificate,0,0,1,5,4,CreateKeysAndCertificate,/Users/hbwei/terraform-provider-aws/internal/service/iot/certificate.go,iot,iot:CreateKeysAndCertificate,iot:CreateKeysAndCertificate,,,,,,0,0
acmpca,aws_acmpca_certificate,Certificate,0,0,1,2,1,IssueCertificate,/Users/hbwei/terraform-provider-aws/internal/service/acmpca/certificate.go,acm-pca,acm-pca:IssueCertificate,acm-pca:IssueCertificate,certificate-authority,arn:${Partition}:acm-pca:${Region}:${Account}:certificate-authority/${CertificateAuthorityId},,,,1,0
waf,aws_waf_sql_injection_match_set,SqlInjectionMatchSet,1,0,4,5,1,CreateSqlInjectionMatchSet,/Users/hbwei/terraform-provider-aws/internal/service/waf/sql_injection_match_set.go,waf,waf:CreateSqlInjectionMatchSet,waf:CreateSqlInjectionMatchSet,sqlinjectionmatchset,arn:${Partition}:waf::${Account}:sqlinjectionset/${Id},,,,1,0
scheduler,aws_scheduler_schedule_group,Schedule Group,0,0,1,2,1,CreateScheduleGroup,/Users/hbwei/terraform-provider-aws/internal/service/scheduler/schedule_group.go,scheduler,scheduler:CreateScheduleGroup,scheduler:CreateScheduleGroup,schedule-group,arn:${Partition}:scheduler:${Region}:${Account}:schedule-group/${GroupName},,,,1,0
ec2,aws_ebs_snapshot_copy,EBS Snapshot Copy,0,1,2,4,2,ModifySnapshotTier,/Users/hbwei/terraform-provider-aws/internal/service/ec2/ebs_snapshot_copy.go,ec2,ec2:ModifySnapshotTier,ec2:ModifySnapshotTier,snapshot,arn:${Partition}:ec2:${Region}::snapshot/${SnapshotId},ModifySnapshotTier,ModifySnapshotTierRequest,true,1,1
redshift,aws_redshift_snapshot_schedule,Snapshot Schedule,0,0,1,2,1,CreateSnapshotSchedule,/Users/hbwei/terraform-provider-aws/internal/service/redshift/snapshot_schedule.go,redshift,redshift:CreateSnapshotSchedule,redshift:CreateSnapshotSchedule,snapshotschedule,arn:${Partition}:redshift:${Region}:${Account}:snapshotschedule:${ScheduleIdentifier},CreateSnapshotSchedule,CreateSnapshotScheduleMessage,false,1,1
route53resolver,aws_route53_resolver_query_log_config_association,Query Log Config Association,0,0,1,2,1,AssociateResolverQueryLogConfig,/Users/hbwei/terraform-provider-aws/internal/service/route53resolver/query_log_config_association.go,route53resolver,route53resolver:AssociateResolverQueryLogConfig,route53resolver:AssociateResolverQueryLogConfig,resolver-query-log-config,arn:${Partition}:route53resolver:${Region}:${Account}:resolver-query-log-config/${ResourceId},AssociateResolverQueryLogConfig,AssociateResolverQueryLogConfigRequest,true,1,1
codestarconnections,aws_codestarconnections_host,Host,0,0,1,2,1,CreateHost,/Users/hbwei/terraform-provider-aws/internal/service/codestarconnections/host.go,codestar-connections,codestar-connections:CreateHost,codestar-connections:CreateHost,,,,,,0,0
wafregional,aws_wafregional_regex_match_set,Regex Match Set,1,0,4,5,1,CreateRegexMatchSet,/Users/hbwei/terraform-provider-aws/internal/service/wafregional/regex_match_set.go,waf-regional,waf-regional:CreateRegexMatchSet,waf-regional:CreateRegexMatchSet,regexmatchset,arn:${Partition}:waf-regional:${Region}:${Account}:regexmatch/${Id},,,,1,0
glacier,aws_glacier_vault,Vault,0,0,3,6,3,SetVaultNotifications,/Users/hbwei/terraform-provider-aws/internal/service/glacier/vault.go,glacier,glacier:SetVaultNotifications,glacier:SetVaultNotifications,vault,arn:${Partition}:glacier:${Region}:${Account}:vaults/${VaultName},SetVaultNotifications,SetVaultNotificationsInput,true,1,1
storagegateway,aws_storagegateway_gateway,Gateway,0,2,5,14,9,UpdateSMBFileShareVisibility,/Users/hbwei/terraform-provider-aws/internal/service/storagegateway/gateway.go,storagegateway,storagegateway:UpdateSMBFileShareVisibility,storagegateway:UpdateSMBFileShareVisibility,gateway,arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId},,,,1,0
macie2,aws_macie2_member,Member,0,0,3,4,1,CreateMember,/Users/hbwei/terraform-provider-aws/internal/service/macie2/member.go,macie2,macie2:CreateMember,macie2:CreateMember,Member,arn:${Partition}:macie2:${Region}:${Account}:member/${ResourceId},,,,1,0
ssm,aws_ssm_resource_data_sync,Resource Data Sync,0,0,1,2,1,CreateResourceDataSync,/Users/hbwei/terraform-provider-aws/internal/service/ssm/resource_data_sync.go,ssm,ssm:CreateResourceDataSync,ssm:CreateResourceDataSync,resourcedatasync,arn:${Partition}:ssm:${Region}:${Account}:resource-data-sync/${SyncName},CreateResourceDataSync,CreateResourceDataSyncRequest,true,1,1
apprunner,aws_apprunner_connection,Connection,0,0,1,2,1,CreateConnection,/Users/hbwei/terraform-provider-aws/internal/service/apprunner/connection.go,apprunner,apprunner:CreateConnection,apprunner:CreateConnection,connection,arn:${Partition}:apprunner:${Region}:${Account}:connection/${ConnectionName}/${ConnectionId},CreateConnection,CreateConnectionRequest,true,1,1
s3,aws_s3_bucket_notification,Bucket Notification,0,0,1,2,1,PutBucketNotificationConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/s3/bucket_notification.go,s3,s3:PutBucketNotificationConfiguration,s3:PutBucketNotification,bucket,arn:${Partition}:s3:::${BucketName},,,,1,0
redshift,aws_redshift_hsm_configuration,HSM Configuration,0,0,1,2,1,CreateHsmConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/redshift/hsm_configuration.go,redshift,redshift:CreateHsmConfiguration,redshift:CreateHsmConfiguration,hsmconfiguration,arn:${Partition}:redshift:${Region}:${Account}:hsmconfiguration:${HSMConfigurationId},,,,1,0
waf,aws_waf_size_constraint_set,Size Constraint Set,1,0,4,5,1,CreateSizeConstraintSet,/Users/hbwei/terraform-provider-aws/internal/service/waf/size_constraint_set.go,waf,waf:CreateSizeConstraintSet,waf:CreateSizeConstraintSet,sizeconstraintset,arn:${Partition}:waf::${Account}:sizeconstraintset/${Id},,,,1,0
chime,aws_chime_voice_connector_termination,Voice Connector Termination,0,0,1,2,1,PutVoiceConnectorTermination,/Users/hbwei/terraform-provider-aws/internal/service/chime/voice_connector_termination.go,chime,chime:PutVoiceConnectorTermination,chime:PutVoiceConnectorTermination,voice-connector,arn:${Partition}:chime:${Region}:${AccountId}:vc/${VoiceConnectorId},,,,2,0
cloudfront,aws_cloudfront_key_group,Key Group,0,0,1,2,1,CreateKeyGroup,/Users/hbwei/terraform-provider-aws/internal/service/cloudfront/key_group.go,cloudfront,cloudfront:CreateKeyGroup,cloudfront:CreateKeyGroup,,,,,,0,0
acm,aws_acm_certificate,Certificate,0,0,1,3,2,ImportCertificate,/Users/hbwei/terraform-provider-aws/internal/service/acm/certificate.go,acm,acm:ImportCertificate,acm:ImportCertificate,certificate,arn:${Partition}:acm:${Region}:${Account}:certificate/${CertificateId},,,,1,0
lightsail,aws_lightsail_instance,Instance,0,1,2,4,2,EnableAddOn,/Users/hbwei/terraform-provider-aws/internal/service/lightsail/instance.go,lightsail,lightsail:EnableAddOn,lightsail:EnableAddOn,,,,,,0,0
ds,aws_directory_service_shared_directory_accepter,Shared Directory Accepter,0,0,1,2,1,AcceptSharedDirectory,/Users/hbwei/terraform-provider-aws/internal/service/ds/shared_directory_accepter.go,ds,ds:AcceptSharedDirectory,ds:AcceptSharedDirectory,directory,arn:${Partition}:ds:${Region}:${Account}:directory/${DirectoryId},,,,1,0
ses,aws_ses_event_destination,Configuration Set Event Destination,0,0,1,2,1,CreateConfigurationSetEventDestination,/Users/hbwei/terraform-provider-aws/internal/service/ses/event_destination.go,ses,ses:CreateConfigurationSetEventDestination,ses:CreateConfigurationSetEventDestination,configuration-set,arn:${Partition}:ses:${Region}:${Account}:configuration-set/${ConfigurationSetName},CreateConfigurationSetEventDestination,CreateConfigurationSetEventDestinationRequest,true,3,3
dms,aws_dms_event_subscription,Event Subscription,0,0,1,2,1,CreateEventSubscription,/Users/hbwei/terraform-provider-aws/internal/service/dms/event_subscription.go,dms,dms:CreateEventSubscription,dms:CreateEventSubscription,,,,,,0,0
route53recoveryreadiness,aws_route53recoveryreadiness_resource_set,Resource Set,0,0,1,2,1,CreateResourceSet,/Users/hbwei/terraform-provider-aws/internal/service/route53recoveryreadiness/resource_set.go,route53-recovery-readiness,route53-recovery-readiness:CreateResourceSet,route53-recovery-readiness:CreateResourceSet,resourceset,arn:${Partition}:route53-recovery-readiness::${Account}:resource-set/${ResourceId},,,,1,0
imagebuilder,aws_imagebuilder_image_pipeline,Image Pipeline,0,0,1,2,1,CreateImagePipeline,/Users/hbwei/terraform-provider-aws/internal/service/imagebuilder/image_pipeline.go,imagebuilder,imagebuilder:CreateImagePipeline,imagebuilder:CreateImagePipeline,imagePipeline,arn:${Partition}:imagebuilder:${Region}:${Account}:image-pipeline/${ImagePipelineName},,,,1,0
guardduty,aws_guardduty_organization_configuration_feature,Organization Configuration Feature,1,0,1,2,1,UpdateOrganizationConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/guardduty/organization_configuration_feature.go,guardduty,guardduty:UpdateOrganizationConfiguration,guardduty:UpdateOrganizationConfiguration,,,,,,0,0
kafka,aws_msk_configuration,Configuration,0,0,2,3,1,CreateConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/kafka/configuration.go,kafka,kafka:CreateConfiguration,kafka:CreateConfiguration,configuration,arn:${Partition}:kafka:${Region}:${Account}:configuration/${ConfigurationName}/${Uuid},,,,2,0
rds,aws_rds_reserved_instance,Reserved Instance,0,0,1,2,1,PurchaseReservedDBInstancesOffering,/Users/hbwei/terraform-provider-aws/internal/service/rds/reserved_instance.go,rds,rds:PurchaseReservedDBInstancesOffering,rds:PurchaseReservedDBInstancesOffering,ri,arn:${Partition}:rds:${Region}:${Account}:ri:${ReservedDbInstanceName},,,,1,0
servicediscovery,aws_service_discovery_private_dns_namespace,Private DNS Namespace,0,0,2,3,1,CreatePrivateDnsNamespace,/Users/hbwei/terraform-provider-aws/internal/service/servicediscovery/private_dns_namespace.go,servicediscovery,servicediscovery:CreatePrivateDnsNamespace,servicediscovery:CreatePrivateDnsNamespace,,,,,,0,0
appmesh,aws_appmesh_virtual_router,Virtual Router,0,0,1,2,1,CreateVirtualRouter,/Users/hbwei/terraform-provider-aws/internal/service/appmesh/virtual_router.go,appmesh,appmesh:CreateVirtualRouter,appmesh:CreateVirtualRouter,virtualRouter,arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualRouter/${VirtualRouterName},CreateVirtualRouter,CreateVirtualRouterInput,true,2,2
cloudsearch,aws_cloudsearch_domain_service_access_policy,Domain Service Access Policy,0,0,1,2,1,UpdateServiceAccessPolicies,/Users/hbwei/terraform-provider-aws/internal/service/cloudsearch/domain_service_access_policy.go,cloudsearch,cloudsearch:UpdateServiceAccessPolicies,cloudsearch:UpdateServiceAccessPolicies,domain,arn:${Partition}:cloudsearch:${Region}:${Account}:domain/${DomainName},UpdateServiceAccessPolicies,UpdateServiceAccessPoliciesRequest,true,1,1
cloudformation,aws_cloudformation_type,Type,0,1,1,4,2,RegisterType,/Users/hbwei/terraform-provider-aws/internal/service/cloudformation/type.go,cloudformation,cloudformation:RegisterType,cloudformation:RegisterType,,,,,,0,0
ds,aws_directory_service_region,Region,0,0,3,4,1,AddRegion,/Users/hbwei/terraform-provider-aws/internal/service/ds/region.go,ds,ds:AddRegion,ds:AddRegion,directory,arn:${Partition}:ds:${Region}:${Account}:directory/${DirectoryId},AddRegion,AddRegionRequest,true,1,1
cognitoidp,aws_cognito_risk_configuration,Risk Configuration,0,0,1,2,1,SetRiskConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/cognitoidp/risk_configuration.go,cognito-idp,cognito-idp:SetRiskConfiguration,cognito-idp:SetRiskConfiguration,userpool,arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId},SetRiskConfiguration,SetRiskConfigurationRequest,true,1,1
glue,aws_glue_resource_policy,Resource Policy,0,0,1,2,1,PutResourcePolicy,/Users/hbwei/terraform-provider-aws/internal/service/glue/resource_policy.go,glue,glue:PutResourcePolicy,glue:PutResourcePolicy,rootcatalog,arn:${Partition}:glue:${Region}:${Account}:catalog,,,,0,0
cloudfront,aws_cloudfront_cache_policy,Cache Policy,0,0,1,2,1,CreateCachePolicy,/Users/hbwei/terraform-provider-aws/internal/service/cloudfront/cache_policy.go,cloudfront,cloudfront:CreateCachePolicy,cloudfront:CreateCachePolicy,,,,,,0,0
ecr,aws_ecr_registry_policy,Registry Policy,0,0,1,2,1,PutRegistryPolicy,/Users/hbwei/terraform-provider-aws/internal/service/ecr/registry_policy.go,ecr,ecr:PutRegistryPolicy,ecr:PutRegistryPolicy,,,,,,0,0
appsync,aws_appsync_resolver,Resolver,0,0,1,2,1,CreateResolver,/Users/hbwei/terraform-provider-aws/internal/service/appsync/resolver.go,appsync,appsync:CreateResolver,appsync:CreateResolver,,,,,,0,0
ses,aws_ses_identity_notification_topic,Identity Notification Topic,0,0,1,3,2,SetIdentityHeadersInNotificationsEnabled,/Users/hbwei/terraform-provider-aws/internal/service/ses/identity_notification_topic.go,ses,ses:SetIdentityHeadersInNotificationsEnabled,ses:SetIdentityHeadersInNotificationsEnabled,,,,,,0,0
appconfig,aws_appconfig_extension,Extension,0,0,1,2,1,CreateExtension,/Users/hbwei/terraform-provider-aws/internal/service/appconfig/extension.go,appconfig,appconfig:CreateExtension,appconfig:CreateExtension,,,,,,0,0
glacier,aws_glacier_vault_lock,Vault Lock,0,0,1,3,2,InitiateVaultLock,/Users/hbwei/terraform-provider-aws/internal/service/glacier/vault_lock.go,glacier,glacier:InitiateVaultLock,glacier:InitiateVaultLock,vault,arn:${Partition}:glacier:${Region}:${Account}:vaults/${VaultName},InitiateVaultLock,InitiateVaultLockInput,true,1,1
ds,aws_directory_service_log_subscription,Log Subscription,0,0,1,2,1,CreateLogSubscription,/Users/hbwei/terraform-provider-aws/internal/service/ds/log_subscription.go,ds,ds:CreateLogSubscription,ds:CreateLogSubscription,directory,arn:${Partition}:ds:${Region}:${Account}:directory/${DirectoryId},CreateLogSubscription,CreateLogSubscriptionRequest,true,1,1
vpclattice,aws_vpclattice_service_network,Service Network,0,0,1,2,1,CreateServiceNetwork,/Users/hbwei/terraform-provider-aws/internal/service/vpclattice/service_network.go,vpc-lattice,vpc-lattice:CreateServiceNetwork,vpc-lattice:CreateServiceNetwork,ServiceNetwork,arn:${Partition}:vpc-lattice:${Region}:${Account}:servicenetwork/${ServiceNetworkId},,,,1,0
rds,aws_db_proxy_default_target_group,DB Proxy Default Target Group,0,0,1,2,1,ModifyDBProxyTargetGroup,/Users/hbwei/terraform-provider-aws/internal/service/rds/proxy_default_target_group.go,rds,rds:ModifyDBProxyTargetGroup,rds:ModifyDBProxyTargetGroup,target-group,arn:${Partition}:rds:${Region}:${Account}:target-group:${TargetGroupId},,,,1,0
securityhub,aws_securityhub_configuration_policy,Configuration Policy,0,0,1,2,1,CreateConfigurationPolicy,/Users/hbwei/terraform-provider-aws/internal/service/securityhub/configuration_policy.go,securityhub,securityhub:CreateConfigurationPolicy,securityhub:CreateConfigurationPolicy,,,,,,0,0
cleanrooms,aws_cleanrooms_configured_table,Configured Table,0,0,1,2,1,CreateConfiguredTable,/Users/hbwei/terraform-provider-aws/internal/service/cleanrooms/configured_table.go,cleanrooms,cleanrooms:CreateConfiguredTable,cleanrooms:CreateConfiguredTable,configuredtable,arn:${Partition}:cleanrooms:${Region}:${Account}:configuredtable/${ConfiguredTableId},,,,1,0
kafka,aws_msk_replicator,Replicator,0,0,1,2,1,CreateReplicator,/Users/hbwei/terraform-provider-aws/internal/service/kafka/replicator.go,kafka,kafka:CreateReplicator,kafka:CreateReplicator,replicator,arn:${Partition}:kafka:${Region}:${Account}:replicator/${ReplicatorName}/${Uuid},CreateReplicator,CreateReplicatorRequest,true,1,1
applicationinsights,aws_applicationinsights_application,Application,0,0,1,2,1,CreateApplication,/Users/hbwei/terraform-provider-aws/internal/service/applicationinsights/application.go,applicationinsights,applicationinsights:CreateApplication,applicationinsights:CreateApplication,,,,,,0,0
route53resolver,aws_route53_resolver_firewall_config,Firewall Config,0,0,1,2,1,UpdateFirewallConfig,/Users/hbwei/terraform-provider-aws/internal/service/route53resolver/firewall_config.go,route53resolver,route53resolver:UpdateFirewallConfig,route53resolver:UpdateFirewallConfig,firewall-config,arn:${Partition}:route53resolver:${Region}:${Account}:firewall-config/${ResourceId},UpdateFirewallConfig,UpdateFirewallConfigRequest,true,1,1
events,aws_cloudwatch_event_bus_policy,Event Bus Policy,0,0,1,2,1,PutPermission,/Users/hbwei/terraform-provider-aws/internal/service/events/bus_policy.go,events,events:PutPermission,events:PutPermission,,,,,,0,0
ec2,aws_default_vpc,Default VPC,2,0,8,9,1,CreateDefaultVpc,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpc_default_vpc.go,ec2,ec2:CreateDefaultVpc,ec2:CreateDefaultVpc,,,,,,0,0
lightsail,aws_lightsail_domain_entry,Domain Entry,0,0,2,3,1,CreateDomainEntry,/Users/hbwei/terraform-provider-aws/internal/service/lightsail/domain_entry.go,lightsail,lightsail:CreateDomainEntry,lightsail:CreateDomainEntry,Domain,arn:${Partition}:lightsail:${Region}:${Account}:Domain/${Id},,,,1,0
cloudfront,aws_cloudfront_origin_access_identity,Origin Access Identity,0,0,1,2,1,CreateCloudFrontOriginAccessIdentity,/Users/hbwei/terraform-provider-aws/internal/service/cloudfront/origin_access_identity.go,cloudfront,cloudfront:CreateCloudFrontOriginAccessIdentity,cloudfront:CreateCloudFrontOriginAccessIdentity,,,,,,0,0
route53resolver,aws_route53_resolver_firewall_domain_list,Firewall Domain List,0,0,2,4,2,UpdateFirewallDomains,/Users/hbwei/terraform-provider-aws/internal/service/route53resolver/firewall_domain_list.go,route53resolver,route53resolver:UpdateFirewallDomains,route53resolver:UpdateFirewallDomains,firewall-domain-list,arn:${Partition}:route53resolver:${Region}:${Account}:firewall-domain-list/${ResourceId},,,,1,0
iot,aws_iot_domain_configuration,Domain Configuration,0,0,1,2,1,CreateDomainConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/iot/domain_configuration.go,iot,iot:CreateDomainConfiguration,iot:CreateDomainConfiguration,domainconfiguration,arn:${Partition}:iot:${Region}:${Account}:domainconfiguration/${DomainConfigurationName}/${Id},CreateDomainConfiguration,CreateDomainConfigurationRequest,true,1,1
glue,aws_glue_data_catalog_encryption_settings,Data Catalog Encryption Settings,0,0,1,2,1,PutDataCatalogEncryptionSettings,/Users/hbwei/terraform-provider-aws/internal/service/glue/data_catalog_encryption_settings.go,glue,glue:PutDataCatalogEncryptionSettings,glue:PutDataCatalogEncryptionSettings,rootcatalog,arn:${Partition}:glue:${Region}:${Account}:catalog,,,,0,0
redshift,aws_redshift_endpoint_authorization,Endpoint Authorization,0,0,1,2,1,AuthorizeEndpointAccess,/Users/hbwei/terraform-provider-aws/internal/service/redshift/endpoint_authorization.go,redshift,redshift:AuthorizeEndpointAccess,redshift:AuthorizeEndpointAccess,,,,,,0,0
sns,aws_sns_sms_preferences,SMS Preferences,0,0,0,1,1,SetSMSAttributes,/Users/hbwei/terraform-provider-aws/internal/service/sns/sms_preferences.go,sns,sns:SetSMSAttributes,sns:SetSMSAttributes,,,,,,0,0
finspace,aws_finspace_kx_dataview,Kx Dataview,0,0,1,2,1,CreateKxDataview,/Users/hbwei/terraform-provider-aws/internal/service/finspace/kx_dataview.go,finspace,finspace:CreateKxDataview,finspace:CreateKxDataview,kxDataview,arn:${Partition}:finspace:${Region}:${Account}:kxEnvironment/${EnvironmentId}/kxDatabase/${KxDatabase}/kxDataview/${KxDataview},,,,2,0
datapipeline,aws_datapipeline_pipeline,Pipeline,0,0,1,2,1,CreatePipeline,/Users/hbwei/terraform-provider-aws/internal/service/datapipeline/pipeline.go,datapipeline,datapipeline:CreatePipeline,datapipeline:CreatePipeline,,,,,,0,0
securityhub,aws_securityhub_standards_subscription,Standards Subscription,0,0,1,2,1,BatchEnableStandards,/Users/hbwei/terraform-provider-aws/internal/service/securityhub/standards_subscription.go,securityhub,securityhub:BatchEnableStandards,securityhub:BatchEnableStandards,hub,arn:${Partition}:securityhub:${Region}:${Account}:hub/default,,,,0,0
ec2,aws_ec2_transit_gateway_peering_attachment_accepter,Transit Gateway Peering Attachment Accepter,0,0,2,3,1,AcceptTransitGatewayPeeringAttachment,/Users/hbwei/terraform-provider-aws/internal/service/ec2/transitgateway_peering_attachment_accepter.go,ec2,ec2:AcceptTransitGatewayPeeringAttachment,ec2:AcceptTransitGatewayPeeringAttachment,transit-gateway-attachment,arn:${Partition}:ec2:${Region}:${Account}:transit-gateway-attachment/${TransitGatewayAttachmentId},AcceptTransitGatewayPeeringAttachment,AcceptTransitGatewayPeeringAttachmentRequest,true,1,1
licensemanager,aws_licensemanager_license_configuration,License Configuration,0,0,1,2,1,CreateLicenseConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/licensemanager/license_configuration.go,license-manager,license-manager:CreateLicenseConfiguration,license-manager:CreateLicenseConfiguration,,,,,,0,0
transcribe,aws_transcribe_vocabulary_filter,Vocabulary Filter,0,0,1,2,1,CreateVocabularyFilter,/Users/hbwei/terraform-provider-aws/internal/service/transcribe/vocabulary_filter.go,transcribe,transcribe:CreateVocabularyFilter,transcribe:CreateVocabularyFilter,,,,,,0,0
glacier,aws_glacier_vault,Vault,0,0,3,6,3,SetVaultAccessPolicy,/Users/hbwei/terraform-provider-aws/internal/service/glacier/vault.go,glacier,glacier:SetVaultAccessPolicy,glacier:SetVaultAccessPolicy,vault,arn:${Partition}:glacier:${Region}:${Account}:vaults/${VaultName},SetVaultAccessPolicy,SetVaultAccessPolicyInput,true,1,1
schemas,aws_schemas_schema,Schema,0,0,1,2,1,CreateSchema,/Users/hbwei/terraform-provider-aws/internal/service/schemas/schema.go,schemas,schemas:CreateSchema,schemas:CreateSchema,schema,arn:${Partition}:schemas:${Region}:${Account}:schema/${RegistryName}/${SchemaName},CreateSchema,CreateSchemaRequest,true,2,2
elasticache,aws_elasticache_subnet_group,Subnet Group,0,0,1,2,1,CreateCacheSubnetGroup,/Users/hbwei/terraform-provider-aws/internal/service/elasticache/subnet_group.go,elasticache,elasticache:CreateCacheSubnetGroup,elasticache:CreateCacheSubnetGroup,subnetgroup,arn:${Partition}:elasticache:${Region}:${Account}:subnetgroup:${CacheSubnetGroupName},CreateCacheSubnetGroup,CreateCacheSubnetGroupMessage,true,1,1
kafkaconnect,aws_mskconnect_custom_plugin,Custom Plugin,0,0,1,2,1,CreateCustomPlugin,/Users/hbwei/terraform-provider-aws/internal/service/kafkaconnect/custom_plugin.go,kafkaconnect,kafkaconnect:CreateCustomPlugin,kafkaconnect:CreateCustomPlugin,,,,,,0,0
kinesisvideo,aws_kinesis_video_stream,Stream,0,0,1,2,1,CreateStream,/Users/hbwei/terraform-provider-aws/internal/service/kinesisvideo/stream.go,kinesisvideo,kinesisvideo:CreateStream,kinesisvideo:CreateStream,stream,arn:${Partition}:kinesisvideo:${Region}:${Account}:stream/${StreamName}/${CreationTime},CreateStream,CreateStreamInput,true,1,1
appstream,aws_appstream_stack,Stack,0,0,1,2,1,CreateStack,/Users/hbwei/terraform-provider-aws/internal/service/appstream/stack.go,appstream,appstream:CreateStack,appstream:CreateStack,stack,arn:${Partition}:appstream:${Region}:${Account}:stack/${StackName},,,,1,0
finspace,aws_finspace_kx_database,Kx Database,0,0,1,2,1,CreateKxDatabase,/Users/hbwei/terraform-provider-aws/internal/service/finspace/kx_database.go,finspace,finspace:CreateKxDatabase,finspace:CreateKxDatabase,kxDatabase,arn:${Partition}:finspace:${Region}:${Account}:kxEnvironment/${EnvironmentId}/kxDatabase/${KxDatabase},CreateKxDatabase,CreateKxDatabaseRequest,true,1,1
gamelift,aws_gamelift_game_session_queue,Game Session Queue,0,0,1,2,1,CreateGameSessionQueue,/Users/hbwei/terraform-provider-aws/internal/service/gamelift/game_session_queue.go,gamelift,gamelift:CreateGameSessionQueue,gamelift:CreateGameSessionQueue,,,,,,0,0
backup,aws_backup_vault_lock_configuration,Vault Lock Configuration,0,0,1,2,1,PutBackupVaultLockConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/backup/vault_lock_configuration.go,backup,backup:PutBackupVaultLockConfiguration,backup:PutBackupVaultLockConfiguration,backupVault,arn:${Partition}:backup:${Region}:${Account}:backup-vault:${BackupVaultName},PutBackupVaultLockConfiguration,PutBackupVaultLockConfigurationInput,true,1,1
securityhub,aws_securityhub_member,Member,0,0,1,3,2,InviteMembers,/Users/hbwei/terraform-provider-aws/internal/service/securityhub/member.go,securityhub,securityhub:InviteMembers,securityhub:InviteMembers,hub,arn:${Partition}:securityhub:${Region}:${Account}:hub/default,,,,0,0
lightsail,aws_lightsail_lb_attachment,Load Balancer Attachment,0,0,2,3,1,AttachInstancesToLoadBalancer,/Users/hbwei/terraform-provider-aws/internal/service/lightsail/lb_attachment.go,lightsail,lightsail:AttachInstancesToLoadBalancer,lightsail:AttachInstancesToLoadBalancer,LoadBalancer,arn:${Partition}:lightsail:${Region}:${Account}:LoadBalancer/${Id},,,,1,0
codeartifact,aws_codeartifact_repository,Repository,0,0,1,3,2,CreateRepository,/Users/hbwei/terraform-provider-aws/internal/service/codeartifact/repository.go,codeartifact,codeartifact:CreateRepository,codeartifact:CreateRepository,,,,,,0,0
quicksight,aws_quicksight_folder,Folder,0,0,2,3,1,CreateFolder,/Users/hbwei/terraform-provider-aws/internal/service/quicksight/folder.go,quicksight,quicksight:CreateFolder,quicksight:CreateFolder,folder,arn:${Partition}:quicksight:${Region}:${Account}:folder/${ResourceId},,,,1,0
iam,aws_iam_service_specific_credential,Service Specific Credential,0,0,1,3,2,UpdateServiceSpecificCredential,/Users/hbwei/terraform-provider-aws/internal/service/iam/service_specific_credential.go,iam,iam:UpdateServiceSpecificCredential,iam:UpdateServiceSpecificCredential,user,arn:${Partition}:iam::${Account}:user/${UserNameWithPath},,,,1,0
sqs,aws_sqs_queue,Queue,0,0,1,2,1,CreateQueue,/Users/hbwei/terraform-provider-aws/internal/service/sqs/queue.go,sqs,sqs:CreateQueue,sqs:CreateQueue,queue,arn:${Partition}:sqs:${Region}:${Account}:${QueueName},CreateQueue,CreateQueueRequest,true,1,1
connect,aws_connect_contact_flow,Contact Flow,0,0,1,2,1,CreateContactFlow,/Users/hbwei/terraform-provider-aws/internal/service/connect/contact_flow.go,connect,connect:CreateContactFlow,connect:CreateContactFlow,contact-flow,arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId}/contact-flow/${ContactFlowId},,,,1,0
