TF_service_name,TF_terraform_resource_name,TF_aws_sdk_resource_name,TF_num_before_sdk_calls,TF_num_intermediate_sdk_calls,TF_num_after_sdk_calls,TF_num_create_function_stack_calls,TF_num_create_function_only_calls,TF_create_function_only_calls,TF_file_path,SR_service_name,SR_operation_name,SR_authorized_actions-authorized_action-Name,SR_authorized_actions-action_details-resource_details-name,SR_authorized_actions-action_details-resource_details-arn-arn_template,BC_operation_name,BC_input_shape_name,BC_is_required,BC_total_arn_variable_count,BC_successful_arn_variable_count
servicecatalog,aws_servicecatalog_provisioned_product,Provisioned Product,0,0,2,3,1,ProvisionProduct,/Users/hbwei/terraform-provider-aws/internal/service/servicecatalog/provisioned_product.go,servicecatalog,servicecatalog:ProvisionProduct,servicecatalog:ProvisionProduct,Product,arn:${Partition}:catalog:${Region}:${Account}:product/${ProductId},ProvisionProduct,ProvisionProductInput,false,1,1
backup,aws_backup_vault_notifications,Vault Notifications,0,0,1,2,1,PutBackupVaultNotifications,/Users/hbwei/terraform-provider-aws/internal/service/backup/vault_notifications.go,backup,backup:PutBackupVaultNotifications,backup:PutBackupVaultNotifications,backupVault,arn:${Partition}:backup:${Region}:${Account}:backup-vault:${BackupVaultName},PutBackupVaultNotifications,PutBackupVaultNotificationsInput,true,1,1
autoscaling,aws_autoscaling_group,Group,0,4,1,10,6,CreateAutoScalingGroup,/Users/hbwei/terraform-provider-aws/internal/service/autoscaling/group.go,autoscaling,autoscaling:CreateAutoScalingGroup,autoscaling:CreateAutoScalingGroup,autoScalingGroup,arn:${Partition}:autoscaling:${Region}:${Account}:autoScalingGroup:${GroupId}:autoScalingGroupName/${GroupFriendlyName},,,,2,0
fsx,aws_fsx_windows_file_system,Windows File System,0,0,1,3,2,CreateFileSystem,/Users/hbwei/terraform-provider-aws/internal/service/fsx/windows_file_system.go,fsx,fsx:CreateFileSystem,fsx:CreateFileSystem,file-system,arn:${Partition}:fsx:${Region}:${Account}:file-system/${FileSystemId},,,,1,0
finspace,aws_finspace_kx_cluster,Kx Cluster,0,0,2,3,1,CreateKxCluster,/Users/hbwei/terraform-provider-aws/internal/service/finspace/kx_cluster.go,finspace,finspace:CreateKxCluster,finspace:CreateKxCluster,kxCluster,arn:${Partition}:finspace:${Region}:${Account}:kxEnvironment/${EnvironmentId}/kxCluster/${KxCluster},,,,1,0
redshift,aws_redshift_snapshot_schedule_association,Snapshot Schedule Association,0,0,1,2,1,ModifyClusterSnapshotSchedule,/Users/hbwei/terraform-provider-aws/internal/service/redshift/snapshot_schedule_association.go,redshift,redshift:ModifyClusterSnapshotSchedule,redshift:ModifyClusterSnapshotSchedule,cluster,arn:${Partition}:redshift:${Region}:${Account}:cluster:${ClusterName},,,,1,0
connect,aws_connect_contact_flow_module,Contact Flow Module,0,0,1,2,1,CreateContactFlowModule,/Users/hbwei/terraform-provider-aws/internal/service/connect/contact_flow_module.go,connect,connect:CreateContactFlowModule,connect:CreateContactFlowModule,contact-flow-module,arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId}/flow-module/${ContactFlowModuleId},CreateContactFlowModule,CreateContactFlowModuleRequest,true,1,1
sagemaker,aws_sagemaker_model,Model,0,0,1,2,1,CreateModel,/Users/hbwei/terraform-provider-aws/internal/service/sagemaker/model.go,sagemaker,sagemaker:CreateModel,sagemaker:CreateModel,model,arn:${Partition}:sagemaker:${Region}:${Account}:model/${ModelName},CreateModel,CreateModelInput,true,1,1
ec2,aws_vpc_ipam_resource_discovery,IPAM Resource Discovery,16,0,1,18,1,CreateIpamResourceDiscovery,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpc_ipam_resource_discovery.go,ec2,ec2:CreateIpamResourceDiscovery,ec2:CreateIpamResourceDiscovery,ipam-resource-discovery,arn:${Partition}:ec2::${Account}:ipam-resource-discovery/${IpamResourceDiscoveryId},,,,1,0
cognitoidp,aws_cognito_user_pool,User Pool,0,0,2,4,2,CreateUserPool,/Users/hbwei/terraform-provider-aws/internal/service/cognitoidp/user_pool.go,cognito-idp,cognito-idp:CreateUserPool,cognito-idp:CreateUserPool,,,,,,0,0
wafregional,aws_wafregional_rule_group,Rule Group,1,0,4,5,1,CreateRuleGroup,/Users/hbwei/terraform-provider-aws/internal/service/wafregional/rule_group.go,waf-regional,waf-regional:CreateRuleGroup,waf-regional:CreateRuleGroup,rulegroup,arn:${Partition}:waf-regional:${Region}:${Account}:rulegroup/${Id},,,,1,0
vpclattice,aws_vpclattice_target_group_attachment,Target Group Attachment,0,0,1,2,1,RegisterTargets,/Users/hbwei/terraform-provider-aws/internal/service/vpclattice/target_group_attachment.go,vpc-lattice,vpc-lattice:RegisterTargets,vpc-lattice:RegisterTargets,TargetGroup,arn:${Partition}:vpc-lattice:${Region}:${Account}:targetgroup/${TargetGroupId},,,,1,0
macie2,aws_macie2_classification_export_configuration,Classification Export Configuration,0,0,1,2,2,PutClassificationExportConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/macie2/classification_export_configuration.go,macie2,macie2:PutClassificationExportConfiguration,macie2:PutClassificationExportConfiguration,,,,,,0,0
globalaccelerator,aws_globalaccelerator_custom_routing_endpoint_group,Custom Routing Endpoint Group,0,1,2,4,2,CreateCustomRoutingEndpointGroup,/Users/hbwei/terraform-provider-aws/internal/service/globalaccelerator/custom_routing_endpoint_group.go,globalaccelerator,globalaccelerator:CreateCustomRoutingEndpointGroup,globalaccelerator:CreateCustomRoutingEndpointGroup,listener,arn:${Partition}:globalaccelerator::${Account}:accelerator/${ResourceId}/listener/${ListenerId},,,,2,0
glue,aws_glue_ml_transform,ML Transform,0,0,1,2,1,CreateMLTransform,/Users/hbwei/terraform-provider-aws/internal/service/glue/ml_transform.go,glue,glue:CreateMLTransform,glue:CreateMLTransform,,,,,,0,0
connect,aws_connect_lambda_function_association,Lambda Function Association,0,0,1,2,1,AssociateLambdaFunction,/Users/hbwei/terraform-provider-aws/internal/service/connect/lambda_function_association.go,connect,connect:AssociateLambdaFunction,connect:AssociateLambdaFunction,instance,arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId},AssociateLambdaFunction,AssociateLambdaFunctionRequest,true,1,1
ssm,aws_ssm_patch_baseline,Patch Baseline,0,0,1,2,1,CreatePatchBaseline,/Users/hbwei/terraform-provider-aws/internal/service/ssm/patch_baseline.go,ssm,ssm:CreatePatchBaseline,ssm:CreatePatchBaseline,,,,,,0,0
acmpca,aws_acmpca_certificate_authority,Certificate Authority,0,0,3,4,1,CreateCertificateAuthority,/Users/hbwei/terraform-provider-aws/internal/service/acmpca/certificate_authority.go,acm-pca,acm-pca:CreateCertificateAuthority,acm-pca:CreateCertificateAuthority,,,,,,0,0
logs,aws_cloudwatch_log_destination_policy,Destination Policy,0,0,1,2,1,PutDestinationPolicy,/Users/hbwei/terraform-provider-aws/internal/service/logs/destination_policy.go,logs,logs:PutDestinationPolicy,logs:PutDestinationPolicy,destination,arn:${Partition}:logs:${Region}:${Account}:destination:${DestinationName},PutDestinationPolicy,PutDestinationPolicyRequest,true,1,1
redshiftserverless,aws_redshiftserverless_resource_policy,Resource Policy,0,0,1,2,1,PutResourcePolicy,/Users/hbwei/terraform-provider-aws/internal/service/redshiftserverless/resource_policy.go,redshift-serverless,redshift-serverless:PutResourcePolicy,redshift-serverless:PutResourcePolicy,,,,,,0,0
wafregional,aws_wafregional_web_acl,Web ACL,1,1,2,6,3,PutLoggingConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/wafregional/web_acl.go,waf-regional,waf-regional:PutLoggingConfiguration,waf-regional:PutLoggingConfiguration,webacl,arn:${Partition}:waf-regional:${Region}:${Account}:webacl/${Id},,,,1,0
globalaccelerator,aws_globalaccelerator_custom_routing_accelerator,Custom Routing Accelerator,0,1,2,4,2,CreateCustomRoutingAccelerator,/Users/hbwei/terraform-provider-aws/internal/service/globalaccelerator/custom_routing_accelerator.go,globalaccelerator,globalaccelerator:CreateCustomRoutingAccelerator,globalaccelerator:CreateCustomRoutingAccelerator,,,,,,0,0
kms,aws_kms_custom_key_store,Custom Key Store,0,0,1,2,1,CreateCustomKeyStore,/Users/hbwei/terraform-provider-aws/internal/service/kms/custom_key_store.go,kms,kms:CreateCustomKeyStore,kms:CreateCustomKeyStore,,,,,,0,0
directconnect,aws_dx_hosted_private_virtual_interface_accepter,Hosted Private Virtual Interface Accepter,0,0,2,3,1,ConfirmPrivateVirtualInterface,/Users/hbwei/terraform-provider-aws/internal/service/directconnect/hosted_private_virtual_interface_accepter.go,directconnect,directconnect:ConfirmPrivateVirtualInterface,directconnect:ConfirmPrivateVirtualInterface,dxvif,arn:${Partition}:directconnect:${Region}:${Account}:dxvif/${VirtualInterfaceId},ConfirmPrivateVirtualInterface,ConfirmPrivateVirtualInterfaceRequest,true,1,1
fsx,aws_fsx_openzfs_file_system,OpenZFS File System,0,0,2,4,2,CreateFileSystem,/Users/hbwei/terraform-provider-aws/internal/service/fsx/openzfs_file_system.go,fsx,fsx:CreateFileSystem,fsx:CreateFileSystem,file-system,arn:${Partition}:fsx:${Region}:${Account}:file-system/${FileSystemId},,,,1,0
datasync,aws_datasync_location_azure_blob,Location Microsoft Azure Blob Storage,0,0,1,2,1,CreateLocationAzureBlob,/Users/hbwei/terraform-provider-aws/internal/service/datasync/location_azure_blob.go,datasync,datasync:CreateLocationAzureBlob,datasync:CreateLocationAzureBlob,,,,,,0,0
lightsail,aws_lightsail_container_service,Container Service,0,1,1,3,2,UpdateContainerService,/Users/hbwei/terraform-provider-aws/internal/service/lightsail/container_service.go,lightsail,lightsail:UpdateContainerService,lightsail:UpdateContainerService,ContainerService,arn:${Partition}:lightsail:${Region}:${Account}:ContainerService/${Id},,,,1,0
appsync,aws_appsync_api_cache,API Cache,0,0,1,2,1,CreateApiCache,/Users/hbwei/terraform-provider-aws/internal/service/appsync/api_cache.go,appsync,appsync:CreateApiCache,appsync:CreateApiCache,,,,,,0,0
ecr,aws_ecr_repository_policy,Repository Policy,0,0,1,2,1,SetRepositoryPolicy,/Users/hbwei/terraform-provider-aws/internal/service/ecr/repository_policy.go,ecr,ecr:SetRepositoryPolicy,ecr:SetRepositoryPolicy,repository,arn:${Partition}:ecr:${Region}:${Account}:repository/${RepositoryName},SetRepositoryPolicy,SetRepositoryPolicyRequest,true,1,1
route53resolver,aws_route53_resolver_dnssec_config,DNSSEC Config,0,0,1,2,1,UpdateResolverDnssecConfig,/Users/hbwei/terraform-provider-aws/internal/service/route53resolver/dnssec_config.go,route53resolver,route53resolver:UpdateResolverDnssecConfig,route53resolver:UpdateResolverDnssecConfig,resolver-dnssec-config,arn:${Partition}:route53resolver:${Region}:${Account}:resolver-dnssec-config/${ResourceId},UpdateResolverDnssecConfig,UpdateResolverDnssecConfigRequest,true,1,1
chime,aws_chime_voice_connector_origination,Voice Connector Origination,0,0,1,2,1,PutVoiceConnectorOrigination,/Users/hbwei/terraform-provider-aws/internal/service/chime/voice_connector_origination.go,chime,chime:PutVoiceConnectorOrigination,chime:PutVoiceConnectorOrigination,voice-connector,arn:${Partition}:chime:${Region}:${AccountId}:vc/${VoiceConnectorId},,,,2,0
sagemaker,aws_sagemaker_model_package_group,Model Package Group,0,0,1,2,1,CreateModelPackageGroup,/Users/hbwei/terraform-provider-aws/internal/service/sagemaker/model_package_group.go,sagemaker,sagemaker:CreateModelPackageGroup,sagemaker:CreateModelPackageGroup,model-package-group,arn:${Partition}:sagemaker:${Region}:${Account}:model-package-group/${ModelPackageGroupName},CreateModelPackageGroup,CreateModelPackageGroupInput,true,1,1
rolesanywhere,aws_rolesanywhere_profile,Profile,0,0,1,2,1,CreateProfile,/Users/hbwei/terraform-provider-aws/internal/service/rolesanywhere/profile.go,rolesanywhere,rolesanywhere:CreateProfile,rolesanywhere:CreateProfile,,,,,,0,0
kinesis,aws_kinesis_stream,Stream,0,1,1,5,4,EnableEnhancedMonitoring,/Users/hbwei/terraform-provider-aws/internal/service/kinesis/stream.go,kinesis,kinesis:EnableEnhancedMonitoring,kinesis:EnableEnhancedMonitoring,,,,,,0,0
athena,aws_athena_database,Database,0,0,3,4,1,StartQueryExecution,/Users/hbwei/terraform-provider-aws/internal/service/athena/database.go,athena,athena:StartQueryExecution,athena:StartQueryExecution,workgroup,arn:${Partition}:athena:${Region}:${Account}:workgroup/${WorkGroupName},,,,1,0
mediastore,aws_media_store_container,Container,0,0,1,2,1,CreateContainer,/Users/hbwei/terraform-provider-aws/internal/service/mediastore/container.go,mediastore,mediastore:CreateContainer,mediastore:CreateContainer,,,,,,0,0
storagegateway,aws_storagegateway_gateway,Gateway,0,2,5,14,9,UpdateMaintenanceStartTime,/Users/hbwei/terraform-provider-aws/internal/service/storagegateway/gateway.go,storagegateway,storagegateway:UpdateMaintenanceStartTime,storagegateway:UpdateMaintenanceStartTime,gateway,arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId},,,,1,0
sagemaker,aws_sagemaker_domain,Domain,0,0,1,2,1,CreateDomain,/Users/hbwei/terraform-provider-aws/internal/service/sagemaker/domain.go,sagemaker,sagemaker:CreateDomain,sagemaker:CreateDomain,domain,arn:${Partition}:sagemaker:${Region}:${Account}:domain/${DomainId},,,,1,0
servicecatalog,aws_servicecatalog_product,Product,0,0,1,2,1,CreateProduct,/Users/hbwei/terraform-provider-aws/internal/service/servicecatalog/product.go,servicecatalog,servicecatalog:CreateProduct,servicecatalog:CreateProduct,Product,arn:${Partition}:catalog:${Region}:${Account}:product/${ProductId},,,,1,0
datasync,aws_datasync_location_fsx_windows_file_system,Location FSx for Windows File Server File System,0,0,1,2,1,CreateLocationFsxWindows,/Users/hbwei/terraform-provider-aws/internal/service/datasync/location_fsx_windows_file_system.go,datasync,datasync:CreateLocationFsxWindows,datasync:CreateLocationFsxWindows,,,,,,0,0
s3,aws_s3_bucket_policy,Bucket Policy,0,0,1,2,1,PutBucketPolicy,/Users/hbwei/terraform-provider-aws/internal/service/s3/bucket_policy.go,s3,s3:PutBucketPolicy,s3:PutBucketPolicy,bucket,arn:${Partition}:s3:::${BucketName},,,,2,0
organizations,aws_organizations_policy,Policy,0,0,1,2,1,CreatePolicy,/Users/hbwei/terraform-provider-aws/internal/service/organizations/policy.go,organizations,organizations:CreatePolicy,organizations:CreatePolicy,,,,,,0,0
internetmonitor,aws_internetmonitor_monitor,Monitor,0,1,1,3,2,UpdateMonitor,/Users/hbwei/terraform-provider-aws/internal/service/internetmonitor/monitor.go,internetmonitor,internetmonitor:UpdateMonitor,internetmonitor:UpdateMonitor,Monitor,arn:${Partition}:internetmonitor:${Region}:${Account}:monitor/${MonitorName},UpdateMonitor,UpdateMonitorInput,true,1,1
iam,aws_iam_signing_certificate,Signing Certificate,0,0,1,3,2,UpdateSigningCertificate,/Users/hbwei/terraform-provider-aws/internal/service/iam/signing_certificate.go,iam,iam:UpdateSigningCertificate,iam:UpdateSigningCertificate,user,arn:${Partition}:iam::${Account}:user/${UserNameWithPath},,,,1,0
sagemaker,aws_sagemaker_hub,Hub,0,0,1,2,1,CreateHub,/Users/hbwei/terraform-provider-aws/internal/service/sagemaker/hub.go,sagemaker,sagemaker:CreateHub,sagemaker:CreateHub,hub,arn:${Partition}:sagemaker:${Region}:${Account}:hub/${HubName},CreateHub,CreateHubRequest,true,1,1
globalaccelerator,aws_globalaccelerator_custom_routing_listener,Custom Routing Listener,0,0,2,3,1,CreateCustomRoutingListener,/Users/hbwei/terraform-provider-aws/internal/service/globalaccelerator/custom_routing_listener.go,globalaccelerator,globalaccelerator:CreateCustomRoutingListener,globalaccelerator:CreateCustomRoutingListener,accelerator,arn:${Partition}:globalaccelerator::${Account}:accelerator/${ResourceId},,,,1,0
ec2,aws_placement_group,Placement Group,0,0,1,2,1,CreatePlacementGroup,/Users/hbwei/terraform-provider-aws/internal/service/ec2/ec2_placement_group.go,ec2,ec2:CreatePlacementGroup,ec2:CreatePlacementGroup,placement-group,arn:${Partition}:ec2:${Region}:${Account}:placement-group/${PlacementGroupName},,,,1,0
cloudwatch,aws_cloudwatch_metric_stream,Metric Stream,0,0,1,2,1,PutMetricStream,/Users/hbwei/terraform-provider-aws/internal/service/cloudwatch/metric_stream.go,cloudwatch,cloudwatch:PutMetricStream,cloudwatch:PutMetricStream,metric-stream,arn:${Partition}:cloudwatch:${Region}:${Account}:metric-stream/${MetricStreamName},,,,1,0
datapipeline,aws_datapipeline_pipeline_definition,Pipeline Definition,0,0,1,3,2,ActivatePipeline,/Users/hbwei/terraform-provider-aws/internal/service/datapipeline/pipeline_definition.go,datapipeline,datapipeline:ActivatePipeline,datapipeline:ActivatePipeline,pipeline,arn:${Partition}:datapipeline:${Region}:${Account}:pipeline/${PipelineId},ActivatePipeline,ActivatePipelineInput,true,1,1
synthetics,aws_synthetics_canary,Canary,0,0,4,4,1,CreateCanary,/Users/hbwei/terraform-provider-aws/internal/service/synthetics/canary.go,synthetics,synthetics:CreateCanary,synthetics:CreateCanary,,,,,,0,0
logs,aws_cloudwatch_log_group,Log Group,0,0,1,3,2,CreateLogGroup,/Users/hbwei/terraform-provider-aws/internal/service/logs/group.go,logs,logs:CreateLogGroup,logs:CreateLogGroup,log-group,arn:${Partition}:logs:${Region}:${Account}:log-group:${LogGroupName},CreateLogGroup,CreateLogGroupRequest,true,1,1
cognitoidp,aws_cognito_user_in_group,Group User,0,0,1,2,1,AdminAddUserToGroup,/Users/hbwei/terraform-provider-aws/internal/service/cognitoidp/user_in_group.go,cognito-idp,cognito-idp:AdminAddUserToGroup,cognito-idp:AdminAddUserToGroup,userpool,arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId},AdminAddUserToGroup,AdminAddUserToGroupRequest,true,1,1
appsync,aws_appsync_domain_name_api_association,Domain Name API Association,0,0,1,2,1,AssociateApi,/Users/hbwei/terraform-provider-aws/internal/service/appsync/domain_name_api_association.go,appsync,appsync:AssociateApi,appsync:AssociateApi,domain,arn:${Partition}:appsync:${Region}:${Account}:domainnames/${DomainName},AssociateApi,AssociateApiRequest,true,1,1
signer,aws_signer_signing_profile_permission,Signing Profile Permission,0,0,1,2,2,AddProfilePermission,/Users/hbwei/terraform-provider-aws/internal/service/signer/signing_profile_permission.go,signer,signer:AddProfilePermission,signer:AddProfilePermission,signing-profile,arn:${Partition}:signer:${Region}:${Account}:/signing-profiles/${ProfileName},AddProfilePermission,AddProfilePermissionRequest,true,1,1
quicksight,aws_quicksight_dashboard,Dashboard,0,0,3,4,1,CreateDashboard,/Users/hbwei/terraform-provider-aws/internal/service/quicksight/dashboard.go,quicksight,quicksight:CreateDashboard,quicksight:CreateDashboard,dashboard,arn:${Partition}:quicksight:${Region}:${Account}:dashboard/${ResourceId},,,,1,0
cloudformation,aws_cloudformation_stack_set,Stack Set,0,0,1,2,1,CreateStackSet,/Users/hbwei/terraform-provider-aws/internal/service/cloudformation/stack_set.go,cloudformation,cloudformation:CreateStackSet,cloudformation:CreateStackSet,,,,,,0,0
directconnect,aws_dx_lag,LAG,0,0,2,3,1,CreateLag,/Users/hbwei/terraform-provider-aws/internal/service/directconnect/lag.go,directconnect,directconnect:CreateLag,directconnect:CreateLag,dxcon,arn:${Partition}:directconnect:${Region}:${Account}:dxcon/${ConnectionId},CreateLag,CreateLagRequest,false,1,1
